handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2
product_db092190-140c-31da-fe1e-04711376143d,Product,Keep Calm and Read On,,a680d7_aa634d3694d147d5837ad28a7f12bbe0~mv2.jpg,Book/iPad Sleeve;Bouffant Scrub Cap;Custom French Seam Pillow Cases;Domino Fitted Mask;Harlequin Clutch;Key Lanyard;Long Hair Scrub Cap;Pleated Masks;Reading Pocket Pillows;Scrub Caps;Scrub Tops;Tear Drop Coin Purse;Zippy Clutch,,,10,,TRUE,PERCENT,0,InStock,0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,Book Holder,DROP_DOWN,Large;Small,Bags,DROP_DOWN,Jr Zippy Clutch;Women's Zippy Clutch,Scrub Cap,DROP_DOWN,One Size,Key Fob,DROP_DOWN,Large;Small,Pleated Mask,DROP_DOWN,Adult;Child;Small Child,,,,,,,,,,,,,,,,,,
