"additionalInfoDescription1","additionalInfoDescription2","additionalInfoDescription3","additionalInfoDescription4","additionalInfoDescription5","additionalInfoDescription6","additionalInfoTitle1","additionalInfoTitle2","additionalInfoTitle3","additionalInfoTitle4","additionalInfoTitle5","additionalInfoTitle6","collections","customTextCharLimit1","customTextCharLimit2","customTextField1","customTextField2","customTextMandatory1","customTextMandatory2","description","discountMode","discountValue","fieldType","handleIds","inventory","name","price","productImageUrl","productOptionDescription1","productOptionDescription2","productOptionDescription3","productOptionDescription4","productOptionDescription5","productOptionDescription6","productOptionName1","productOptionName2","productOptionName3","productOptionName4","productOptionName5","productOptionName6","productOptionType1","productOptionType2","productOptionType3","productOptionType4","productOptionType5","productOptionType6","ribbon","sku","surcharge","visible","weight"
"","","","","","","","","","","","","Zippy Clutch","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_67ec2117-5df5-e3f7-a3b3-8281ceab694e2","2","Pink. Yellow and Blue Floral","8.0","a680d7_08650e65e68c42f5a38937807ec6deaf~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Pleated Masks","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_6180c305-de0c-d1ad-8542-e68299894c2a0","2","Pink and Grey Circles","8.0","a680d7_979d1d01ea224cdea18444a8761f3367~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Scrub Caps","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_6180c305-de0c-d1ad-8542-e68299894c2a1","2","Pink and Grey Circles","8.0","a680d7_979d1d01ea224cdea18444a8761f3367~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Zippy Clutch","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_6180c305-de0c-d1ad-8542-e68299894c2a2","2","Pink and Grey Circles","8.0","a680d7_979d1d01ea224cdea18444a8761f3367~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Pleated Masks","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_62b31360-5ec1-368d-bbe9-97aaa1ecdf530","2","Pink Water","8.0","a680d7_74e706253f2a41b6916421703fe2cdbb~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Scrub Caps","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_62b31360-5ec1-368d-bbe9-97aaa1ecdf531","2","Pink Water","8.0","a680d7_74e706253f2a41b6916421703fe2cdbb~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Zippy Clutch","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_62b31360-5ec1-368d-bbe9-97aaa1ecdf532","2","Pink Water","8.0","a680d7_74e706253f2a41b6916421703fe2cdbb~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Pleated Masks","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_7b2aef8a-0d52-2686-c102-844a09b634ff0","2","Aqua Tie Dye","8.0","a680d7_4749e33eeaf94f298b489e04be34381b~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Scrub Caps","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_7b2aef8a-0d52-2686-c102-844a09b634ff1","2","Aqua Tie Dye","8.0","a680d7_4749e33eeaf94f298b489e04be34381b~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Zippy Clutch","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_7b2aef8a-0d52-2686-c102-844a09b634ff2","2","Aqua Tie Dye","8.0","a680d7_4749e33eeaf94f298b489e04be34381b~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Pleated Masks","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_93a1d886-d8ca-aaad-a526-6e8115f6e6100","2","Dark Pink Batik","8.0","a680d7_4b40a26a2a7b4a2292e6d478a153c4ec~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Scrub Caps","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_93a1d886-d8ca-aaad-a526-6e8115f6e6101","2","Dark Pink Batik","8.0","a680d7_4b40a26a2a7b4a2292e6d478a153c4ec~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Zippy Clutch","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_93a1d886-d8ca-aaad-a526-6e8115f6e6102","2","Dark Pink Batik","8.0","a680d7_4b40a26a2a7b4a2292e6d478a153c4ec~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Pleated Masks","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_6ac06e48-5383-9d1c-97e8-4440c170b3ba0","2","Pastel and Maroon Swirl","8.0","a680d7_5f586e94c1f846aa84285d441de1afc2~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Scrub Caps","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_6ac06e48-5383-9d1c-97e8-4440c170b3ba1","2","Pastel and Maroon Swirl","8.0","a680d7_5f586e94c1f846aa84285d441de1afc2~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Zippy Clutch","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_6ac06e48-5383-9d1c-97e8-4440c170b3ba2","2","Pastel and Maroon Swirl","8.0","a680d7_5f586e94c1f846aa84285d441de1afc2~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Pleated Masks","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_81f00686-119d-0648-afe3-9e5113c2cb030","2","Baby Aqua Blue","8.0","a680d7_0d0d990fbb264e099cabadbd22dab0e7~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Scrub Caps","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_81f00686-119d-0648-afe3-9e5113c2cb031","2","Baby Aqua Blue","8.0","a680d7_0d0d990fbb264e099cabadbd22dab0e7~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Zippy Clutch","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_81f00686-119d-0648-afe3-9e5113c2cb032","2","Baby Aqua Blue","8.0","a680d7_0d0d990fbb264e099cabadbd22dab0e7~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Pleated Masks","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_734b9f56-0867-de2e-93fb-5797bae3a5d20","2","Teal","8.0","a680d7_ffac23c0fcb842cab12dcdd26834a5f9~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Scrub Caps","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_734b9f56-0867-de2e-93fb-5797bae3a5d21","2","Teal","8.0","a680d7_ffac23c0fcb842cab12dcdd26834a5f9~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Zippy Clutch","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_734b9f56-0867-de2e-93fb-5797bae3a5d22","2","Teal","8.0","a680d7_ffac23c0fcb842cab12dcdd26834a5f9~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Pleated Masks","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_6ffdac46-ed98-4bc3-8307-87a9b01e7e860","2","Yellow Floral Fall Scenes","8.0","a680d7_27d0ad4f1b1e4a478bae7aef70f9eec9~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Scrub Caps","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_6ffdac46-ed98-4bc3-8307-87a9b01e7e861","2","Yellow Floral Fall Scenes","8.0","a680d7_27d0ad4f1b1e4a478bae7aef70f9eec9~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Zippy Clutch","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_6ffdac46-ed98-4bc3-8307-87a9b01e7e862","2","Yellow Floral Fall Scenes","8.0","a680d7_27d0ad4f1b1e4a478bae7aef70f9eec9~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Pleated Masks","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_ad5fdb26-9139-e33c-f925-4c8dadac096f0","2","Blue Floral Forget Me Not","8.0","a680d7_52e0b3bf3ea347d49e443c297445e586~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Scrub Caps","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_ad5fdb26-9139-e33c-f925-4c8dadac096f1","2","Blue Floral Forget Me Not","8.0","a680d7_52e0b3bf3ea347d49e443c297445e586~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Zippy Clutch","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_ad5fdb26-9139-e33c-f925-4c8dadac096f2","2","Blue Floral Forget Me Not","8.0","a680d7_52e0b3bf3ea347d49e443c297445e586~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Pleated Masks","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_ab7a09b2-efea-f949-0cf9-767448dad5830","2","Green Circles in Dots","8.0","a680d7_aa1690f3c4f048a7b07770d9c7f1a2fa~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Scrub Caps","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_ab7a09b2-efea-f949-0cf9-767448dad5831","2","Green Circles in Dots","8.0","a680d7_aa1690f3c4f048a7b07770d9c7f1a2fa~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Zippy Clutch","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_ab7a09b2-efea-f949-0cf9-767448dad5832","2","Green Circles in Dots","8.0","a680d7_aa1690f3c4f048a7b07770d9c7f1a2fa~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Pleated Masks","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_20484a00-3ab6-03b6-b060-3b4f5fbc64ce0","2","Orange and Pink","8.0","a680d7_9a5e5aa3b8d14ec5b065c55b3c03a4c1~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Scrub Caps","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_20484a00-3ab6-03b6-b060-3b4f5fbc64ce1","2","Orange and Pink","8.0","a680d7_9a5e5aa3b8d14ec5b065c55b3c03a4c1~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Zippy Clutch","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_20484a00-3ab6-03b6-b060-3b4f5fbc64ce2","2","Orange and Pink","8.0","a680d7_9a5e5aa3b8d14ec5b065c55b3c03a4c1~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Pleated Masks","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_ff6ef0dc-d171-5a43-7967-3b10d42c3a320","2","Stars and Hearts","8.0","a680d7_16f9ed97a218435d9a6b2e65dfccd416~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Scrub Caps","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_ff6ef0dc-d171-5a43-7967-3b10d42c3a321","2","Stars and Hearts","8.0","a680d7_16f9ed97a218435d9a6b2e65dfccd416~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Zippy Clutch","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_ff6ef0dc-d171-5a43-7967-3b10d42c3a322","2","Stars and Hearts","8.0","a680d7_16f9ed97a218435d9a6b2e65dfccd416~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Pleated Masks","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_90b592b6-bb2b-844a-f715-1f4d19eecad00","2","Black and Pink Dot Tie Dye Batik","8.0","a680d7_32cc1944cce44dc6b1823fca979066ed~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Scrub Caps","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_90b592b6-bb2b-844a-f715-1f4d19eecad01","2","Black and Pink Dot Tie Dye Batik","8.0","a680d7_32cc1944cce44dc6b1823fca979066ed~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Zippy Clutch","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_90b592b6-bb2b-844a-f715-1f4d19eecad02","2","Black and Pink Dot Tie Dye Batik","8.0","a680d7_32cc1944cce44dc6b1823fca979066ed~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Pleated Masks","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_8d4e5bbc-882a-e149-225f-8471514d533a0","2","Olive Pattern","8.0","a680d7_7645aaf0c641446d829da0839b13ea42~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Scrub Caps","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_8d4e5bbc-882a-e149-225f-8471514d533a1","2","Olive Pattern","8.0","a680d7_7645aaf0c641446d829da0839b13ea42~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Zippy Clutch","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_8d4e5bbc-882a-e149-225f-8471514d533a2","2","Olive Pattern","8.0","a680d7_7645aaf0c641446d829da0839b13ea42~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Pleated Masks","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_67dc12ea-175c-8b58-d27c-5da4933affc20","2","Black Floral Print","8.0","a680d7_c35a14129a044c07a90dfa10dd7bf046~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
"","","","","","","","","","","","","Scrub Caps","","","","","","","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","PERCENT","0.0","Product","product_67dc12ea-175c-8b58-d27c-5da4933affc21","2","Black Floral Print","8.0","a680d7_c35a14129a044c07a90dfa10dd7bf046~mv2.jpg","Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen","","","","","","Sizes","","","","","","DROP_DOWN","","","","","","","","","true","0.0"
