"handleId","fieldType","name","description","productImageUrl","collections","sku","ribbon","price","surcharge","visible","discountMode","discountValue","inventory","weight","productOptionName1","productOptionType1","productOptionDescription1","productOptionName2","productOptionType2","productOptionDescription2","productOptionName3","productOptionType3","productOptionDescription3","productOptionName4","productOptionType4","productOptionDescription4","productOptionName5","productOptionType5","productOptionDescription5","productOptionName6","productOptionType6","productOptionDescription6","additionalInfoTitle1","additionalInfoDescription1","additionalInfoTitle2","additionalInfoDescription2","additionalInfoTitle3","additionalInfoDescription3","additionalInfoTitle4","additionalInfoDescription4","additionalInfoTitle5","additionalInfoDescription5","additionalInfoTitle6","additionalInfoDescription6","customTextField1","customTextCharLimit1","customTextMandatory1","customTextField2","customTextCharLimit2","customTextMandatory2"
"product_f099cc18-f791-b6db-5652-3ce8bb009c430","Variant","","","","","","","","0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_f099cc18-f791-b6db-5652-3ce8bb009c430","Variant","","","","","","","","0","true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_f099cc18-f791-b6db-5652-3ce8bb009c430","Variant","","","","","","","",0,"true","","","2","","","","Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_f099cc18-f791-b6db-5652-3ce8bb009c431","Product","Beetlejuice 🌟 starbucks logo Scrub Caps","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_4abe8b61da264435831269adc2f8195c~mv2.jpg","Scrub Caps","","","10.0","","true","PERCENT","0.0","2","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_f099cc18-f791-b6db-5652-3ce8bb009c432","Product","Beetlejuice 🌟 starbucks logo Zippy Clutch","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_4abe8b61da264435831269adc2f8195c~mv2.jpg","Zippy Clutch","","","30.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Large;Medium;Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_f099cc18-f791-b6db-5652-3ce8bb009c432","Variant","","","","","","","","10.0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_f099cc18-f791-b6db-5652-3ce8bb009c432","Variant","","","","","","","","5.0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_f099cc18-f791-b6db-5652-3ce8bb009c432","Variant","","","","","","","",0,"true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3881f742-beaa-64f3-9ac2-28dc1fe0ac11","Product","Bee My Honey 🍯 💛 Domino Fitted Mask","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_89944ba3cd8045b0a6ad412937eecc78~mv2.jpg","Domino Fitted Mask","","","12.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Extra Large;Large;Medium;Small;Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3881f742-beaa-64f3-9ac2-28dc1fe0ac11","Variant","","","","","","","","0","true","","","2","","","","Extra Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3881f742-beaa-64f3-9ac2-28dc1fe0ac11","Variant","","","","","","","","0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3881f742-beaa-64f3-9ac2-28dc1fe0ac11","Variant","","","","","","","","0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3881f742-beaa-64f3-9ac2-28dc1fe0ac11","Variant","","","","","","","","0","true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3881f742-beaa-64f3-9ac2-28dc1fe0ac11","Variant","","","","","","","",0,"true","","","2","","","","Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3881f742-beaa-64f3-9ac2-28dc1fe0ac110","Product","Bee My Honey 🍯 💛 Pleated Masks","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_89944ba3cd8045b0a6ad412937eecc78~mv2.jpg","Pleated Masks","","","12.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Large;Medium;Small;Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3881f742-beaa-64f3-9ac2-28dc1fe0ac110","Variant","","","","","","","","0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3881f742-beaa-64f3-9ac2-28dc1fe0ac110","Variant","","","","","","","","0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3881f742-beaa-64f3-9ac2-28dc1fe0ac110","Variant","","","","","","","","0","true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3881f742-beaa-64f3-9ac2-28dc1fe0ac110","Variant","","","","","","","",0,"true","","","2","","","","Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3881f742-beaa-64f3-9ac2-28dc1fe0ac111","Product","Bee My Honey 🍯 💛 Scrub Caps","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_89944ba3cd8045b0a6ad412937eecc78~mv2.jpg","Scrub Caps","","","8.0","","true","PERCENT","0.0","2","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3881f742-beaa-64f3-9ac2-28dc1fe0ac112","Product","Bee My Honey 🍯 💛 Zippy Clutch","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_89944ba3cd8045b0a6ad412937eecc78~mv2.jpg","Zippy Clutch","","","30.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Large;Medium;Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3881f742-beaa-64f3-9ac2-28dc1fe0ac112","Variant","","","","","","","","10.0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3881f742-beaa-64f3-9ac2-28dc1fe0ac112","Variant","","","","","","","","5.0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3881f742-beaa-64f3-9ac2-28dc1fe0ac112","Variant","","","","","","","",0,"true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_ef5d7e5c-cb7e-38c3-0588-945352ecca4c","Product","Among Us white background Domino Fitted Mask","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_84e5366410d3416baa3cabafd456e6d4~mv2.jpg","Domino Fitted Mask","","","12.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Extra Large;Large;Medium;Small;Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_ef5d7e5c-cb7e-38c3-0588-945352ecca4c","Variant","","","","","","","","0","true","","","2","","","","Extra Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_ef5d7e5c-cb7e-38c3-0588-945352ecca4c","Variant","","","","","","","","0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_ef5d7e5c-cb7e-38c3-0588-945352ecca4c","Variant","","","","","","","","0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_ef5d7e5c-cb7e-38c3-0588-945352ecca4c","Variant","","","","","","","","0","true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_ef5d7e5c-cb7e-38c3-0588-945352ecca4c","Variant","","","","","","","",0,"true","","","2","","","","Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_ef5d7e5c-cb7e-38c3-0588-945352ecca4c0","Product","Among Us white background Pleated Masks","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_84e5366410d3416baa3cabafd456e6d4~mv2.jpg","Pleated Masks","","","12.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Large;Medium;Small;Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_ef5d7e5c-cb7e-38c3-0588-945352ecca4c0","Variant","","","","","","","","0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_ef5d7e5c-cb7e-38c3-0588-945352ecca4c0","Variant","","","","","","","","0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_ef5d7e5c-cb7e-38c3-0588-945352ecca4c0","Variant","","","","","","","","0","true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_ef5d7e5c-cb7e-38c3-0588-945352ecca4c0","Variant","","","","","","","",0,"true","","","2","","","","Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_ef5d7e5c-cb7e-38c3-0588-945352ecca4c1","Product","Among Us white background Scrub Caps","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_84e5366410d3416baa3cabafd456e6d4~mv2.jpg","Scrub Caps","","","10.0","","true","PERCENT","0.0","2","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_ef5d7e5c-cb7e-38c3-0588-945352ecca4c2","Product","Among Us white background Zippy Clutch","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_84e5366410d3416baa3cabafd456e6d4~mv2.jpg","Zippy Clutch","","","30.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Large;Medium;Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_ef5d7e5c-cb7e-38c3-0588-945352ecca4c2","Variant","","","","","","","","10.0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_ef5d7e5c-cb7e-38c3-0588-945352ecca4c2","Variant","","","","","","","","5.0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_ef5d7e5c-cb7e-38c3-0588-945352ecca4c2","Variant","","","","","","","",0,"true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_159bd059-2284-c797-241e-0f42d61897d7","Product","Rainbow 🌈 🌞 Brite Domino Fitted Mask","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_2739acf2139a4fcfb456c2989724b228~mv2.jpg","Domino Fitted Mask","","","12.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Extra Large;Large;Medium;Small;Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_159bd059-2284-c797-241e-0f42d61897d7","Variant","","","","","","","","0","true","","","2","","","","Extra Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_159bd059-2284-c797-241e-0f42d61897d7","Variant","","","","","","","","0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_159bd059-2284-c797-241e-0f42d61897d7","Variant","","","","","","","","0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_159bd059-2284-c797-241e-0f42d61897d7","Variant","","","","","","","","0","true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_159bd059-2284-c797-241e-0f42d61897d7","Variant","","","","","","","",0,"true","","","2","","","","Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_159bd059-2284-c797-241e-0f42d61897d70","Product","Rainbow 🌈 🌞 Brite Pleated Masks","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_2739acf2139a4fcfb456c2989724b228~mv2.jpg","Pleated Masks","","","12.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Large;Medium;Small;Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_159bd059-2284-c797-241e-0f42d61897d70","Variant","","","","","","","","0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_159bd059-2284-c797-241e-0f42d61897d70","Variant","","","","","","","","0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_159bd059-2284-c797-241e-0f42d61897d70","Variant","","","","","","","","0","true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_159bd059-2284-c797-241e-0f42d61897d70","Variant","","","","","","","",0,"true","","","2","","","","Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_159bd059-2284-c797-241e-0f42d61897d71","Product","Rainbow 🌈 🌞 Brite Scrub Caps","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_2739acf2139a4fcfb456c2989724b228~mv2.jpg","Scrub Caps","","","10.0","","true","PERCENT","0.0","2","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_159bd059-2284-c797-241e-0f42d61897d72","Product","Rainbow 🌈 🌞 Brite Zippy Clutch","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_2739acf2139a4fcfb456c2989724b228~mv2.jpg","Zippy Clutch","","","30.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Large;Medium;Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_159bd059-2284-c797-241e-0f42d61897d72","Variant","","","","","","","","10.0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_159bd059-2284-c797-241e-0f42d61897d72","Variant","","","","","","","","5.0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_159bd059-2284-c797-241e-0f42d61897d72","Variant","","","","","","","",0,"true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_694587d7-9b00-4379-d336-47d6419bae46","Product","Mickey & Minnie Birthday Domino Fitted Mask","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_9e000ab39a734dafb68e75c780961360~mv2.jpg","Domino Fitted Mask","","","12.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Extra Large;Large;Medium;Small;Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_694587d7-9b00-4379-d336-47d6419bae46","Variant","","","","","","","","0","true","","","2","","","","Extra Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_694587d7-9b00-4379-d336-47d6419bae46","Variant","","","","","","","","0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_694587d7-9b00-4379-d336-47d6419bae46","Variant","","","","","","","","0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_694587d7-9b00-4379-d336-47d6419bae46","Variant","","","","","","","","0","true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_694587d7-9b00-4379-d336-47d6419bae46","Variant","","","","","","","",0,"true","","","2","","","","Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_694587d7-9b00-4379-d336-47d6419bae460","Product","Mickey & Minnie Birthday Pleated Masks","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_9e000ab39a734dafb68e75c780961360~mv2.jpg","Pleated Masks","","","12.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Large;Medium;Small;Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_694587d7-9b00-4379-d336-47d6419bae460","Variant","","","","","","","","0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_694587d7-9b00-4379-d336-47d6419bae460","Variant","","","","","","","","0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_694587d7-9b00-4379-d336-47d6419bae460","Variant","","","","","","","","0","true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_694587d7-9b00-4379-d336-47d6419bae460","Variant","","","","","","","",0,"true","","","2","","","","Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_694587d7-9b00-4379-d336-47d6419bae461","Product","Mickey & Minnie Birthday Scrub Caps","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_9e000ab39a734dafb68e75c780961360~mv2.jpg","Scrub Caps","","","10.0","","true","PERCENT","0.0","2","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_694587d7-9b00-4379-d336-47d6419bae462","Product","Mickey & Minnie Birthday Zippy Clutch","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_9e000ab39a734dafb68e75c780961360~mv2.jpg","Zippy Clutch","","","30.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Large;Medium;Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_694587d7-9b00-4379-d336-47d6419bae462","Variant","","","","","","","","10.0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_694587d7-9b00-4379-d336-47d6419bae462","Variant","","","","","","","","5.0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_694587d7-9b00-4379-d336-47d6419bae462","Variant","","","","","","","",0,"true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_7ed3eca9-39b7-b2d5-ca16-04fc7f58405c","Product","Harry Potter Accessories Domino Fitted Mask","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_465a2bdb87624cefad523219bf8dc772~mv2.jpg","Domino Fitted Mask","","","12.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Extra Large;Large;Medium;Small;Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_7ed3eca9-39b7-b2d5-ca16-04fc7f58405c","Variant","","","","","","","","0","true","","","2","","","","Extra Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_7ed3eca9-39b7-b2d5-ca16-04fc7f58405c","Variant","","","","","","","","0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_7ed3eca9-39b7-b2d5-ca16-04fc7f58405c","Variant","","","","","","","","0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_7ed3eca9-39b7-b2d5-ca16-04fc7f58405c","Variant","","","","","","","","0","true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_7ed3eca9-39b7-b2d5-ca16-04fc7f58405c","Variant","","","","","","","",0,"true","","","2","","","","Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_7ed3eca9-39b7-b2d5-ca16-04fc7f58405c0","Product","Harry Potter Accessories Pleated Masks","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_465a2bdb87624cefad523219bf8dc772~mv2.jpg","Pleated Masks","","","12.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Large;Medium;Small;Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_7ed3eca9-39b7-b2d5-ca16-04fc7f58405c0","Variant","","","","","","","","0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_7ed3eca9-39b7-b2d5-ca16-04fc7f58405c0","Variant","","","","","","","","0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_7ed3eca9-39b7-b2d5-ca16-04fc7f58405c0","Variant","","","","","","","","0","true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_7ed3eca9-39b7-b2d5-ca16-04fc7f58405c0","Variant","","","","","","","",0,"true","","","2","","","","Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_7ed3eca9-39b7-b2d5-ca16-04fc7f58405c1","Product","Harry Potter Accessories Scrub Caps","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_465a2bdb87624cefad523219bf8dc772~mv2.jpg","Scrub Caps","","","10.0","","true","PERCENT","0.0","2","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_7ed3eca9-39b7-b2d5-ca16-04fc7f58405c2","Product","Harry Potter Accessories Zippy Clutch","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_465a2bdb87624cefad523219bf8dc772~mv2.jpg","Zippy Clutch","","","30.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Large;Medium;Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_7ed3eca9-39b7-b2d5-ca16-04fc7f58405c2","Variant","","","","","","","","10.0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_7ed3eca9-39b7-b2d5-ca16-04fc7f58405c2","Variant","","","","","","","","5.0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_7ed3eca9-39b7-b2d5-ca16-04fc7f58405c2","Variant","","","","","","","",0,"true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_f720791c-1d53-ad31-943f-e80d2ad6a24d","Product","Louis Louis LV Domino Fitted Mask","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_acd8abbe145e450bb53746a728e94e53~mv2.jpg","Domino Fitted Mask","","","12.0","","true","PERCENT","0.0","OutOfStock","0.0","Sizes","DROP_DOWN","Extra Large;Large;Medium;Small;Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_f720791c-1d53-ad31-943f-e80d2ad6a24d","Variant","","","","","","","","0","true","","","OutOfStock","","","","Extra Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_f720791c-1d53-ad31-943f-e80d2ad6a24d","Variant","","","","","","","","0","true","","","OutOfStock","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_f720791c-1d53-ad31-943f-e80d2ad6a24d","Variant","","","","","","","","0","true","","","OutOfStock","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_f720791c-1d53-ad31-943f-e80d2ad6a24d","Variant","","","","","","","","0","true","","","OutOfStock","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_f720791c-1d53-ad31-943f-e80d2ad6a24d","Variant","","","","","","","",0,"true","","","OutOfStock","","","","Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_f720791c-1d53-ad31-943f-e80d2ad6a24d0","Product","Louis Louis LV Pleated Masks","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_acd8abbe145e450bb53746a728e94e53~mv2.jpg","Pleated Masks","","","12.0","","true","PERCENT","0.0","OutOfStock","0.0","Sizes","DROP_DOWN","Large;Medium;Small;Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_f720791c-1d53-ad31-943f-e80d2ad6a24d0","Variant","","","","","","","","0","true","","","OutOfStock","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_f720791c-1d53-ad31-943f-e80d2ad6a24d0","Variant","","","","","","","","0","true","","","OutOfStock","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_f720791c-1d53-ad31-943f-e80d2ad6a24d0","Variant","","","","","","","","0","true","","","OutOfStock","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
