handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2
product_44162f5f-4eaa-f1fc-ed88-5ca802621aed,Product,Among Us/GPK Book Sleeve,"<p>Large Booksleeve fits large hardcover books up to 7"" x 9.5"" up to 600 pages. This stylish booksleeve is made for fans of Garbage Pail Kids and Among Us! The snap enclosure and zipper pocket are accessible for all ages! Fusible fleece is sandwiched between the exterior and lining fabrics for extra support and protection.<br><br>* Ipad not included.</p>",a680d7_d30646a3746242568e92858e3ac75485~mv2.jpeg;a680d7_e170d0cb57874044be55a58c359c48d4~mv2.jpeg;a680d7_68f3ed723a1a443099d0d8997de33f9b~mv2.jpeg;a680d7_32952c84d40d4b3fbc92bbd974dd88b8~mv2.jpeg;a680d7_2fbc6c10ed4d41e39ea1932576b3af07~mv2.jpeg,Book/iPad Sleeve;Bouffant Scrub Cap;Domino Fitted Mask;Harlequin Clutch;Key Lanyard;Long Hair Scrub Cap;Pleated Masks;Scrub Caps;Tear Drop Coin Purse;Zippy Clutch,,Ready to Ship,30.0,,true,PERCENT,0.0,InStock,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_aaa56477-ef05-afaf-4c8f-accdabec236a,Product,Dobby (HP) Large Book Sleeve,"<p>Large Booksleeve fits large hardcover books up to 7"" x 9.5"" up to 600 pages.</p><p>&nbsp;</p><p>This stylish booksleeve is made for fans of&nbsp;Harry Potter!&nbsp; The snap enclosure and zipper pocket are accessible for&nbsp;all ages! Fusible fleece is sandwiched between the exterior and lining fabrics for extra support and protection.</p>",a680d7_402cffe13ea14b2da03ced3fccafe192~mv2.jpeg;a680d7_75a4f121647f48b394ea190170ffe293~mv2.jpeg;a680d7_c1aa11619bb74a0fbe333cbf160d03a3~mv2.jpeg;a680d7_2f20b518752c4eddbfca040ac1db7c97~mv2.jpeg,Book/iPad Sleeve,,Ready to Ship,30.0,,true,PERCENT,0.0,InStock,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_253373fa-42ab-176d-24bb-1fc2b862c683,Product,Orange Motorcycle Zippy Clutch,<p>Made to order zippy clutch bags featuring Custom 100% Cotton Woven Motorcycle&nbsp;fabric &amp; 100% Cotton Woven fabric (lining).&nbsp; This is also made with orange marine vinyl and silver hardware.</p><p><br>Bag measures approxiametly 10 inches long by 6 inches high.</p>,a680d7_7b8eb3f14d89406e8553548bbd2cac88~mv2.jpg;a680d7_e72e9ba8dcbc414686a2def647d4ac22~mv2.jpg;a680d7_fa4b25d2c26c464da1d09e70d236f404~mv2.jpg,Zippy Clutch,,Custom Order,30.0,,true,PERCENT,0.0,InStock,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f4d77772-1597-1855-b572-0737d5f8317d,Product,Hello Horror Kitty,<p>Made to order zippy clutch bags featuring Custom 100% Cotton Woven Hello Horror Kitty fabric &amp; 100% Cotton Woven fabric (lining).&nbsp; This is also made with heat sensitive vinyl...It changes from black to pink.</p><p><br>Bag measures approxiametly 10 inches long by 6 inches high.</p>,a680d7_f15bb0bd2c6843478a3df227070d40f0~mv2.jpg,,,Custom Order,30.0,,true,PERCENT,0.0,InStock,0.5,,,,,,,,,,,,,,,,,,,Care Instructions,"<p>Don't iron on vinyl. It will melt.</p> 
<p>Spot Clean Only.</p>",,,,,,,,,,,,,,,,
product_8c9e5d8c-ef9b-53e1-3e9c-e9b8c9a8e532,Product,Mistress of Evil Zippy Clutch,"<p>This&nbsp;zippy clutch bag&nbsp;features 100% Cotton Woven&nbsp;fabric, Chunky Glitter Vinyl &amp; Silver Hardware.<br>&nbsp;</p><p>Bag measures approxiametly 10 inches long by 6 inches high.</p>",a680d7_5a139500b8cc4685b8e98c822065d9f7~mv2.jpeg;a680d7_abfbee0bc63a4406b8ed26ca56d5aa5c~mv2.jpeg;a680d7_24388fc5489640edb2975a5bc33ec363~mv2.jpeg,Zippy Clutch,,Ready to Ship,30.0,,true,PERCENT,0.0,InStock,0.5,,,,,,,,,,,,,,,,,,,Care Instructions,"<p>Spot Clean</p> 
<p>Do not iron over vinyl. It will melt.</p>",,,,,,,,,,,,,,,,
product_c04389fc-3bc2-7637-0f84-fa703c113220,Product,Harry Potter Marauder's Map Small Booksleeve,"<p>Small Booksleeve fits large hardcover books up to 5.5"" x 8.5"" up to 600 pages.</p><p>&nbsp;</p><p>This stylish booksleeve is made for fans of&nbsp;Harry Potter!&nbsp; The snap enclosure and zipper pocket are accessible for&nbsp;all ages! Fusible fleece is sandwiched between the exterior and lining fabrics for extra support and protection.</p>",a680d7_b79fc033014e48258172097699750937~mv2.jpg;a680d7_04a4317cb6014b23994f78f6e8b6c710~mv2.jpg;a680d7_8bb3154885c34b2e84fd8b51be80d0c4~mv2.jpg;a680d7_8dfed0139159472b8261a71eac498020~mv2.jpg,,,Ready to Ship,26.0,,true,PERCENT,0.0,InStock,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8e218219-7f11-eff0-a573-5eb4573f8501,Product,Harry Potter Large Booksleeve,"<p>Large Booksleeve fits large hardcover books up to 7"" x 9.5"" up to 600 pages.</p><p>&nbsp;</p><p>This stylish booksleeve is made for fans of&nbsp;Harry Potter!&nbsp; The snap enclosure and zipper pocket are accessible for&nbsp;all ages! Fusible fleece is sandwiched between the exterior and lining fabrics for extra support and protection.</p>",a680d7_252bbb2d90dc4223be5af34099ace664~mv2.jpg;a680d7_caee3eb8420340c6a2e5d78494ff7738~mv2.jpg;a680d7_0b63f3d2c92d4cd982b7d3178bd16591~mv2.jpg;a680d7_00e955b2adaf42d3a5e73367bc289f52~mv2.jpg;a680d7_6a947707fc394eadae39a7f6991771f4~mv2.jpg,Book/iPad Sleeve,,Ready to Ship,30.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_735d43cd-6607-28a6-337c-1ae7a32dae58,Product,Motorcycle Zippy Clutch,"<p>This is a beautiful&nbsp;zippy clutch bag featuring Custom Cotton Woven Fabrics (exterior), Kona Cotton Woven Fabirc (lining), HD logo Zipper Pull, Chunky Black Vinyl and Nickel hardware.&nbsp;<br><br>Bag measures approxiametly 10 inches long by 6 inches high.</p>",a680d7_0a37a196e5c648b499e9301b67c3f701~mv2.jpeg;a680d7_d785284a771b4c6a9edd53e0ff90a560~mv2.jpeg;a680d7_bd832544db914b91b1a622bddff45dfa~mv2.jpeg;a680d7_5036c501c6ca4a05a88f46907b5f7aee~mv2.jpeg,Zippy Clutch,,Custom Order,30.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,Care Instructions,"<p>Do not iron over vinyl. It will melt.</p> 
<p>Spot Clean.</p>",,,,,,,,,,,,,,,,
product_f588c86a-1c41-df56-96a6-7b72c5a86a26,Product,Figment 2_Zippy Clutch,<p>Made to order zippy clutch bags featuring Custom Cotton Woven Figment fabric.&nbsp; This is also made with heat sensitive vinyl.</p><p><br>Bag measures approxiametly 10 inches long by 6 inches high.</p>,a680d7_1ea76ef7ea144f82882c04af325f5acd~mv2.jpg,Zippy Clutch,,Custom Order,30.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,Care Instructions,"<p>Do Not iron over the vinyl. It will melt.&nbsp;</p> 
<p>Spot clean.</p>",,,,,,,,,,,,,,,,
product_979cbe84-be30-8cb4-3cf7-dfb659e4837f,Product,Figment Zippy Clutch,"<p>This is a beautiful Zippy Clutch made from Custom Printed Figment Cotton Woven, Kona Cotton lining and rainbow hardware.<br><br>The bag measures approxiametly 10 inches long by 6 inches high.</p>",a680d7_2efa1f5c9a8f4a07b6f58f2bb954e651~mv2.jpeg,Zippy Clutch,,,30.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1ce48540-1010-72a8-ba7c-57cd3471158a,Product,Large Book Sleeve _ Happy Cows,<p>* Custom orders available in any fabrics. Design your own Book Sleeve!<br><br>This book sleeve is made from Premium Cotton Woven Fabrics.&nbsp; There is&nbsp;fusible fleece sandwiched between the exterior and lining fabrics to give it more support and protection.&nbsp;&nbsp;</p><p>&nbsp;</p><p>This&nbsp;Large book sleeve fts large hardbacks up to 7” x 9.5” (18 cm x 24 cm) up to 600 pages.&nbsp; This is also a great case for tablets and kindle readers.</p><p>&nbsp;</p><p>&nbsp;</p>,a680d7_b909899c1a004f26b588db4d4c2efda5~mv2.jpg;a680d7_0c9e2ec865844d449a969c70cc5b6aa2~mv2.jpg,,,,25.0,,true,PERCENT,0.0,2,0.5,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_66794b55-d407-6eee-207e-2fe87e6a1390,Product,Reading Pocket Pillow Case _ Bumblebees,"<p>For sale is a machine embroidered reading pocket pillow case.</p><p>&nbsp;</p><p>This makes a great gift for a child or an avid book reader.&nbsp; You can store books, remote controls or other valuables in the front pocket.&nbsp; There is an envelope enclosure, which makes it easy to remove for washings.&nbsp;&nbsp;<br><br>Care Instructions: Machine wash on cold, lay flat to dry.&nbsp;</p><p>&nbsp;</p><p>Pillow form will not be included if this item is shipped. 16"" x 16"" pillow forms can be purchased at JoAnn Fabrics/Walmart, etc.</p><p>For local pick-up, pillow form will be included for an additional $5.&nbsp;</p>",a680d7_188633ae81b042f591d24cf5642eb34c~mv2.jpeg;a680d7_ce024d00ef37446da4bc571bb91891d5~mv2.jpeg,,,,20.0,,true,PERCENT,0.0,2,0.5,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8f733705-d846-9ba1-5e97-b1482cd5a101,Product,Reading Pocket Pillow Case _ Zoo Keeper,"<p>For sale is a machine embroidered reading pocket pillow case.</p><p>&nbsp;</p><p>This makes a great gift for a child or an avid book reader.&nbsp; You can store books, remote controls or other valuables in the front pocket.&nbsp; There is an envelope enclosure, which makes it easy to remove for washings.&nbsp;&nbsp;<br><br>Care Instructions: Machine wash on cold, lay flat to dry.&nbsp;</p><p>&nbsp;</p><p>Pillow form will not be included if this item is shipped. 16"" x 16"" pillow forms can be purchased at JoAnn Fabrics/Walmart, etc.</p><p>For local pick-up, pillow form will be included for an additional $5.&nbsp;</p>",a680d7_cf16109291e0430cb98ec6293b70b7f7~mv2.jpeg;a680d7_bb8b369cd85f41d4bdc9e43c5e201285~mv2.jpeg,,,,20.0,,true,PERCENT,0.0,2,0.5,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_38d2b014-7943-1462-d85e-511c4bd31958,Product,Garbage Pail Kids 1 and 2,,a680d7_fca57eb8c9154cfd984ce6115981f7b4~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,10.0,,true,PERCENT,0.0,2,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e4da01d6-c905-2d95-a6bb-4aebd546fb02,Product,Among us large,,a680d7_0205c954f6364640a325e51ffac607f1~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,12.0,,true,PERCENT,0.0,2,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fb44eea-f806-7b21-b9e7-e7c2f648fce2,Product,Hello Kitty Starwars,,a680d7_27029968769c498aa2ae32ecdcb4a994~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,10.0,,true,PERCENT,0.0,1,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9ae6cc5e-d0ca-b0c8-c1e8-89dbc6011cba,Product,Kirby pink,,a680d7_e128fe3c1cb74a2a88c387334d691259~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,10.0,,true,PERCENT,0.0,2,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f8232937-864b-fa5c-d85a-b1d4ff90eb83,Product,Kirby teal,,a680d7_1b5587e029444c0db95fc60ed84703b3~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,10.0,,true,PERCENT,0.0,2,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_28395527-c923-8753-1419-679ba6f2ac01,Product,Kirby blue,,a680d7_a9b84d3776104dc3bdfd7409de2359fc~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,10.0,,true,PERCENT,0.0,2,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,Disclaimers,<p>Limit to quantity of 2</p>,,,,,,,,,,,,,,,,
product_f93bc743-1e7f-c157-c0b8-9b0fa8cd118e,Product,Gamers unite,,a680d7_348f9e008a484c428cfd7d740ef68b4e~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,10.0,,true,PERCENT,0.0,2,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,Disclaimers,<p>Limit to quantity of 2</p>,,,,,,,,,,,,,,,,
product_b3038f6d-eed3-759d-44a8-a1e5a41d58fd,Product,Def Leppard,,a680d7_25a1a561067b49059bf4e258c6c54cf6~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,10.0,,true,PERCENT,0.0,2,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,Disclaimers,<p>Limit to quantity of 2</p>,,,,,,,,,,,,,,,,
product_a740d044-dd6e-dcf1-b33d-002dbdafa9f2,Product,Cheech&Chong Marijuana Zombie,,a680d7_0699b43d5d6847aeae06b376cc8d04e5~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,12.0,,true,PERCENT,0.0,2,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_eaebb08f-625f-89a1-c43a-9bc819395f15,Product,Not today Fibromayalgia,,a680d7_788352f7374a4f5b90e271fee05ac11f~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,10.0,,true,PERCENT,0.0,2,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_949a7d4d-8329-00ed-3e26-9928d5ad2859,Product,I fight against fibromayalgia,,a680d7_68d365c1d697484c870d230b2910894e~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,10.0,,true,PERCENT,0.0,2,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_18187c2f-9d9b-eaaf-9327-5b9e8fc6d9db,Product,Lupus Warrior,,a680d7_4821d595e19e4ae1ad682f389dd13591~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,10.0,,true,PERCENT,0.0,2,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_43f06ba9-241c-6f2a-6eda-a73d6a0ca930,Product,Book worms,,a680d7_30286694064c495ba564f1c0aaa6f8e2~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,10.0,,true,PERCENT,0.0,2,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d9ab240c-9d78-507d-658c-62580be96b2b,Product,Looney Tunes,,a680d7_05539ec29ba84846945a7f238bef6696~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,8.0,,true,PERCENT,0.0,0,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bdf46e98-034e-750a-6c1c-87775dc6d3e4,Product,Don't worry be happy,,a680d7_cc71619d3a7042da95f59ecaec8b13a5~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,10.0,,true,PERCENT,0.0,2,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a5029d64-dab9-1aaf-8875-ddeab52ca342,Product,Sherlock Holmes,,a680d7_042b99e3ad2a47ab89312adf3b63817a~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,12.0,,true,PERCENT,0.0,2,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0c4f3edf-331c-40b9-7390-62192c485f85,Product,Word play,,a680d7_1fbb0b72a7f840979062d90f9ebd48bf~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,10.0,,true,PERCENT,0.0,2,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_73b20501-92f3-60bd-f013-6326fb010875,Product,Minnie mouse black and pink floral,,a680d7_756d285e36684154adbee2a91a534c49~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,10.0,,true,PERCENT,0.0,2,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a4ac09e7-0843-840f-936d-dc3ff6842b31,Product,Cannabis black and white,,a680d7_67ceecdd229749899e69eba648ffd384~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,10.0,,true,PERCENT,0.0,2,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e3813348-e439-6f7a-df11-1d931e0a5a25,Product,Books,,a680d7_5423ce2604a84021bc623d98a7d07afa~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,8.0,,true,PERCENT,0.0,2,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_96470ece-21ac-c06a-db2e-0fc2c649d359,Product,Gypsy,,a680d7_35f3952cb2754a8c8ef6f05e70daa060~mv2.jpeg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,10.0,,true,PERCENT,0.0,2,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_35e793cc-5639-73f3-3375-6fa7eec921aa,Product,Isabella,,a680d7_a0fc419d06b64869a78c4b2fc4458235~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,10.0,,true,PERCENT,0.0,2,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5ce82c9b-0d19-c9bb-cb48-16e2dfaa4b05,Product,Cotton Candy Clouds,,a680d7_32d711fe90a0443cb3aeda7508a3097d~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,10.0,,true,PERCENT,0.0,2,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b0d63e99-e707-f69b-68d9-9beff0696657,Product,Gallery,,a680d7_b3eedc69cc3b4b509cdc1efd854e9baf~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,10.0,,true,PERCENT,0.0,2,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_92816804-24d9-98db-9a4e-94b8dd628b8f,Product,The Merchant's Wife,,a680d7_c199ba4532cc4f63b06255a1f4c18938~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,10.0,,true,PERCENT,0.0,2,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_66801786-44f4-d32b-87eb-433151efa7c9,Product,Penny Wise,,a680d7_a15f375f6bc846f9b5829bbfb0471d67~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,10.0,,true,PERCENT,0.0,2,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6d326429-d834-c95c-6194-1a437e744007,Product,Memory Lane,,a680d7_b580609e7b9a468d905abc80439ee2f0~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,10.0,,true,PERCENT,0.0,2,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_be3b5fce-93e5-64e6-869f-56cb8d95ae30,Product,Moda Fabrics,,a680d7_84191ed2ae714563b424bfd216f2c78e~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,10.0,,true,PERCENT,0.0,2,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_40aebf59-6c10-492f-6c34-6dd418826d87,Product,Imogen,,a680d7_1bbe4627ff2b410c83c65e06f7d1dd5c~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,10.0,,true,PERCENT,0.0,2,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_95134977-2bb7-5e0e-eb73-a6377dd2c390,Product,Floral,,a680d7_7f36f16b840f4826b3cd68bccedf9137~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,10.0,,true,PERCENT,0.0,2,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_945889d6-4f60-17cc-25ff-36e8197f0b13,Product,Birds and Flowers,,a680d7_744b65f898e5406f9f2ce2e23345ba90~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,10.0,,true,PERCENT,0.0,2,0.0,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3afe5072-9d8d-1c0a-c1f8-2822fc73cfcc,Product,Stitch 626 Pleated,<p>Adult Sized Pleated Mask.&nbsp; There is a plastic&nbsp;piece installed to secure around the nose.&nbsp;</p><p>This is made from Backstitch custom fabric and lined with Kona cotton woven fabric.&nbsp;</p><p>&nbsp;</p><p>Kids sizes available...Please email us.</p><p><br>This is a Ready to Sell item.</p><p>Custom orders available...Fabric placement may vary.&nbsp;</p>,a680d7_b4db2b73b2b34bd583274b9c59b0d0d8~mv2.jpg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,12.0,,true,PERCENT,0.0,2,0.3,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1aad4d1a-1402-0657-3c4a-34f00d70454b,Product,Figment Pleated Mask,<p>Adult Sized Pleated Mask.&nbsp; There is a plastic&nbsp;piece installed to secure around the nose.&nbsp;</p><p>This is made from Miss Mac custom fabric and lined with Kona cotton woven fabric.&nbsp;</p><p>&nbsp;</p><p>Kids sizes available...Please email us.</p><p><br>This is a Ready to Sell item.</p><p>Custom orders available...Fabric placement may vary.&nbsp;</p>,a680d7_dc684d3fd86e4954a24b613e1bda2f2d~mv2.jpeg;a680d7_e52bdee8b621421bbe470dccb2cf38b5~mv2.jpeg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,10.0,,true,PERCENT,0.0,2,0.3,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1aa87e71-0949-586f-9f4d-a1b663d0f86a,Product,"Pleated Mask ""JellyWorlds""",<p>Adult Sized Pleated Mask.&nbsp; There is a plastic&nbsp;piece installed to secure around the nose.&nbsp;</p><p>This is made from Backstitch custom fabric and lined with Kona cotton woven fabric.&nbsp;</p><p>&nbsp;</p><p>Kids sizes available...Please email us.</p><p><br>This is a Ready to Sell item.</p><p>Custom orders available...Fabric placement may vary.&nbsp;</p>,a680d7_68afef472b8640e0a85953b637f53b91~mv2.jpeg,Domino Fitted Mask;Pleated Masks;Scrub Caps;Zippy Clutch,,,10.0,,true,PERCENT,0.0,2,0.3,Sizes,DROP_DOWN,Child ages 7-12;Mens;Small Child ages 3-6;Womens/teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
